billing_account_reference,Serial_Number,type
004621912,2036802C6F9A6D4,
003680592,2036702c79916b7,
003964074,2036802c6de46d1,
005269214,2026802C37D46BF,
005270164,2016502C8FEE6E1,
005270372,2026802C37B96C2,
004250016,2036802c63f8ed4,
004027993,2036802c6cc26cc,
005269655,CP0642BT218,
005269853,CP0642BT1ZN,
004123535,CP0642BT0Y3,
005271260,CP0517AT814,
003674270,2036802D9468EC9,
005270513,CP0642ATA5A,
005270807,CP0642ATA5G,
005271047,CP0641BT6EG,
005273154,cp0641btcds,
005272518,2036702C79F56C8,
005272644,2026702CE9676C7,
005272806,2026702CE867ED5,
005180240,2026702ce985ed6,
005273687,2026802c3592ebf,
003562493,2036702c6661ebf,
003769622,2026802C36D3ECC,
003609152,2026802C37D36BE,
004484688,2026802C36826B0,
004473447,2026802C0BC0ED1,
004573535,2026702CE9E8EE6,
005274083,CP0642AT9JZ,
005273617,CP0518BTBLU,
003601608,CP0641BT59D,
005273595,CP0520ATSTT,
005275117,CP0641AT607,
005274584,CP0641BTC3W,
006557252,CP0641BTBZC,
005269541,2036702c65b16bb,
005274333,2036802c60006a4,
005274608,2026802c34fe6cf,
005271550,2026802c34fa6cb,
005275027,2026802c35fcedd,
006264968,2026702ceb8fef0,
005275314,2036702c7ab86cf,
005250856,2026802c34956b2,
005277080,303670278f3eed7,
005277210,303670278b2e6c3,
004188423,30367027B44B6BE,
005275878,2036702c7804ebf,
005274384,2036802C6A6C6CE,
003605912,30367027B52FED0,
005275591,2026802C0BDC6D6,
004329190,2036702c6525ebe,
003644037,2026802c0a7ced7,
004859955,2036702c7b956c4,
005274598,cp0641bt55b,
005274354,CP0641BTC11,
005275825,CP0641BT5DE,
005276188,CP0641AT6QV,
005276332,CP0641BTCDW,
003553686,cp0641bt5fn,
003836193,cp0640ata3r,
005278927,CP0642AT3A4,
005276471,303670278B9C6C8,
005278196,2056902D2E4FEE2,
005279302,30367027b1a66bc,
005277992,2056902D2BFFEF1,
003628108,30367027B4DFEE1,
004241464,30367027B457EC3,
005274886,303670278b126af,
004079413,30367027b183ebf,
078102419,2066902F57126B4,
005277809,CP0641BTHGK,
005278006,CP0641BTHE9,
006872522,CP0643BT2RV,
004683749,cp0643bt2te,
005279467,cp0643atc2w,
005279048,CP0641BTHB1,
004784601,cp0641bthey,
005279602,cp0643atfc0,
006715179,CP0641BTHCG,
005279851,CP0641BTHFA,
005280582,CP0643ATE30,
005278347,303670278973ebc,
005280145,CP0643AT6WV,
005280338,CP0643ATE08,
005282768,CP0643ATQT5,
005282824,CP0642BT5T6,
004028018,CP0643ATRH9,
005282119,2066902F5010EBA,
005266981,303670278995EC0,
005281423,30367027BD49ED4,
005281383,30367027BC78ED5,
005280066,303670278A116AD,
005281140,303670278918EBB,
003880855,30367027B5986BA,
004426828,2056902D2B74ED0,
005281956,30367027B7646B5,
006321953,30367027B181EBD,
003608079,2066902F50036AD,
005240553,CP0642BT67S,
005301034,CP0642BT5S0,
005282609,CP0643ATRGD,
005283762,CP0643ATQSV,
006519732,CP0643ATQUQ,
005284509,CP0643ATRBE,
003599223,CP0643ATRAL,
005284866,CP0643ATRBB,
005286485,CP0642BT9PG,
005159904,CP0643ATZ6P,
005284001,30367027BC88ED6,
005285052,2056102df34c6ca,
005285091,2036802c6bce6de,
005285172,2036802c6e4d6d1,
005285208,2036802c6e4cedf,
005286821,30367027BCA2ED9,
006608396,2056902D2BF0EDB,
005287228,2066902F52C86C7,
005283826,2056902D2A69ED3,
003478889,2036802C6E346C0,
003648806,2056102DE2806B9,
003605320,2056102DF36F6CF,
005285049,30367027BD716C0,
005285209,2036802C6F2E6D1,
005284501,2036802C6AE56CF,
005291934,2036702C64E76C3,
003371243,2056102DF35DEDB,
004017821,30367027BCD9EE3,
003929810,30367027B687EC8,
005286717,30367027B1586B2,
003554972,2056102DE2AF6D8,
003948882,2056102DFDA86DD,
003605245,2036802C6EA06CA,
005283858,CP0643ATZC0,
005284252,CP0643ATYWS,
005285899,CP0642BT983,
005285981,CP0642BT942,
005285399,CP0643ATWUU,
003552095,2056102DE157ECB,
003564836,2036802C6B89ED6,
004433435,2026702CE89C6D5,
003882162,2026802C3780EBE,
004650716,2036702C78CE6D4,
003844089,2036802C6EE06CE,
004500174,CP0642ATSKH,
005286803,2141623,
003672351,CP0642ATSLF,
005282670,2056102DCB296CA,
005287878,2026802C36536AE,
005285111,CP0643ATE9V,
006284255,CP0643ATEC0,
004050116,2036702c7e126bc,
005190299,CP0643ATZ6D,
005287590,CP0642ATT1V,
005286707,2036702C788EED8,
005285657,cp0642btejt,
005288690,2036802c6e3bedd,
006725121,2026802C0AC0ED0,
004950520,2036702c79b36c2,
004028757,2036802D94E8ED8,
005287895,CP0643ATE16,
005287875,CP0642ATSN5,
005288043,CP0641BTK5Z,
005288115,CP0641BTK7Q,
005288428,CP0641BTK7R,
003681099,cp0642atsnd,
004900016,cp0642atsq1,
005287402,CP0642ATSLN,
005292553,2056102df0686be,
003696135,2056102dee856d1,
005294090,2036702c7d27ed0,
006926020,2056102dee296cf,
005294913,2056102defffe00,
005294461,2056102dee36edc,
005292389,2036802c6d046bc,
005291411,2036702C7C68ED4,
005314106,2036802C683FED4,
005290573,2056102DE64E6CE,
003602907,2056102DE5DBEE9,
004548418,2056102DEFF46DF,
003554726,2056102DFE94EE1,
005291934,2036702C64F6ED2,
005290244,2056102DFAF4EEA,
005293340,2056102DE58EEE0,
005290025,2036702c78fe6d7,
005290350,CP0641BTJ99,
005289481,CP0642ATTMJ,
005263438,CP0643ATDWT,
003881809,CP%642ATTAQ,
006581861,CP0643BT44Y,
005295833,CP0642ATT9C,
005296310,CP0642ATT6R,
005296415,CP0643BT36T,
004322514,CP0643BT3DV,
004845023,2036802C682CED0,
003502113,208610282D896B8,
005293189,2056102DFA8BEEA,
005293630,2056102de26ced9,
005295550,2056102de5ceeeb,
004031606,2056102de5c46cb,
005296912,2056102dfc836ce,
004695746,2066002d7a63eca,
003788466,2056102DF92DEDE,
005297212,2056102DEFD56DE,
003602163,302660286e746b7,
005294488,cp0641btk36,
005293551,cp0641btjg0,
005294917,cp0641btjrq,
005294545,cp0641btk0r,
007032132,cp0642btesj,
005291391,CP0642BTEWV,
005293029,cp0642btfb7,
005293013,cp0642att4y,
005295556,cp0641btjyj,
005295720,cp0642btest,
003643174,cp0643bt3k0,
003721425,cp0641btjct,
005296174,cp0641btk0g,
005296480,CP0642BTEU2,
005297482,cp0641btk8a,
005297533,cp0642atss1,
005297602,cp0642atsy3,
006847882,cp0641btk4b,
005296324,cp0641btj7r,
005199785,2056102DE50A6C5,
003955723,2026802C080A6B6,
004223401,2056102DFE476D0,
004719517,CP0642BTBR3,
005297235,CP0642BTBWH,
005297232,CP0642BTBZ4,
005295043,CP0642BTCB2,
005298005,CP0644ATEZ3,
005298360,CP0644ATEZK,
005299109,CP0644ATF63,
005298239,2056102df93cede,
005298344,2036802c6b726bf,
005297740,2036702c7890ec4,
005297787,2036702c7926ec4,
005298052,2056102dedfc6ec,
005297964,2036702c79216b0,
005298059,cp0642bt9jr,
005298072,cp0643atqz1,
005298991,d,
005298938,CP0644ATED5,
006600013,CP0644ATEJE,
003688426,cp0643atr3a,
003671314,cp0642bt9fk,
005390741,CP0643BT407,
006852565,CP0643BT37G,
005301268,2026802C0812EB7,
005301602,2026802C0FC96CF,
005301806,2026802C37C4ECD,
005300015,2026802C3007EB6,
005300983,2026702CEB31ED6,
003538029,2026802C350E6BA,
005301034,2056102DE6A6EDB,
005156457,2036702C60B96BE,
003604607,2036702C60226A7,
004335284,2036702C60B5EC9,
005300312,CP0642BT9UK,
005283762,302680267F206B0,
005300655,CP0643ATRDC,
005300236,CP0642BT92Q,
005298081,CP0641BTJBF,
005301493,cp0643atdwe,
005301358,cp0642atsfv,
004544562,2026802C302B6B4,
006570372,cp0641btjak,
005301777,cp0641btjd9,
005303195,CP0642BTFK7,
005302542,2036802C62D46BE,
004919546,2026802C3023EB4,
005302024,cp0642bterm,
005303357,2026802C083A6B9,
005302802,2026802C3651EBB,
003463785,2036802C6E0F6CF,
003691494,2036702C78B4ED1,
004600453,2026802C0B30EC1,
005302678,2026802C0946EBF,
004335828,2036702C66B6ED0,
003884458,2036802C61D8ED0,
006864371,2036802C63E9ED4,
004130484,2026802C0B36EC7,
005297696,2036802C6B6E6D1,
005302637,CP0643ATYEL,
004821385,CP0643ATYQN,
003630071,CP0643ATYCV,
005303440,CP0643ATYS2,
005968515,cp0642btff1,
005302734,cp0643bt27r,
005302610,cp0643ate4a,
005278178,cp0643atyje,
005305223,CP0643BT34V,
005303685,cp0642bt8y2,
005303633,2036702C79F26C5,
005303414,2026702ce968ed7,
005303632,2026802C344CECA,
005219120,2026802C3430EB6,
005303960,CP0643ATE3L,
005303807,CP0641BTJKD,
005305071,CP0642BT99P,
005305372,CP0643ATYFD,
005305690,cp0642bt8zu,
005306439,CP0645BTBRM,
005306589,CP0645BTBS9,
004290863,CP0645ATB8H,
005305463,2056102DECDCEF8,
005307561,2056102DE173EC9,
006648773,2056102DE17BED8,
003685652,2056102dec15ed7,
003404404,2056102de118ec8,
005308373,2056102dfed06d9,
005306783,2056102df82c6cd,
004150094,2036802C62EAEDB,
004426108,2056102DFFBE6ED,
003988453,2026802C0A94ECA,
005304535,CP0645ATRGY,
005305802,CP0643ATZ6K,
005305189,CP0644ATQB2,
005306802,CP0645BTA24,
005307313,CP0645ATB9U,
005307012,CP0644ATQEU,
005536878,CP0645BT1ZS,
005308261,CP0645ATR97,
003896020,CP0645BT1VA,
004234309,CP0645ATR8K,
003636490,2056102dcb376c9,
003978775,2056102dfa98ee1,
003762592,2056102dfeaa6e7,
003560163,CP0644AT1KV,
005300729,CP0644ATQ26,
003684680,2056102DF8F06CE,
003597317,2056102DF897ED7,
004156662,2056102DFBBDEF7,
003711609,2056102DF64CEDC,
004915313,CP0645BTCWT,
003687402,2056102dfb94ede,
004328415,2056102de2106b2,
003463796,2056102DFE506CA,
004573653,cp0644bt3fc,
005278178,cp0645atdcw,
003366456,CP0644AT7MW,
003586979,CP0644ATZC8,
005308986,CP0645AT9ZY,
005309099,CP0645ATB32,
005247058,2056902d2f45ed2,
005309308,CP0645ATBS5,
005206119,30367027b329ec1,
004392519,30367027b3ad6cc,
005312337,30367027b217ebd,
005310543,2056102df1e56cb,
004300818,30367027888decd,
005307152,2066902f2b6e6d4,
004026754,2056102DE0856BC,
005931583,30367027B6FE6D5,
005297235,2056102DECFDEFB,
003382465,2056102DE1466BA,
004675419,2056102DECF46DC,
003607695,30367027B667EC6,
003614752,30367027B3596B5,
004770865,2056102DE02FED6,
004095582,2056102dfee86e2,
005309399,30367027B24AECA,
005309980,30367027B3F0ECC,
005310953,3026702674DCED1,
005311626,30367027B50AEC9,
005311688,30367027b1446ad,
005308694,CP0646BT0BH,
004972974,CP0646ATZFK,
004972974,CP0646ATZE8,
003955723,CP0643ATMYG,
003536842,CP0645AT03L,
004857297,CP0645AT03D,
005308694,CP0645AT00S,
005309010,CP0645AT03M,
005309925,CP0645AT60G,
005312463,CP0645AT5R0,
005309589,CP0644BT72N,
005312804,CP0645ATBP4,
005390565,CP0644ATT4W,
005312525,CP0645AT5QW,
005311388,CP0645AT5WJ,
005311922,CP0645AT5D0,
005390565,CP0645AT5PK,
005314800,CP0644AT4BH,
005314760,CP0644BT74P,
005316279,CP0645AT5G8,
005316147,CP0644BT6QS,
005931346,CP0644BT6QG,
005314020,CP0645BT5LB,
005313462,CP0645BT67M,
005767589,CP0645BT55Z,
005314477,CP0644ATBP2,
005871306,CP0645BT5LW,
005316565,cp0645atays,
005316820,CP0645BT65K,
005317160,CP0645ATG0C,
005316605,CP0645AT04K,
006564846,CP0645ATR9N,
005052076,cp0645btb6b,
005313255,30367027B61F6C1,
005314106,30367027B6376B4,
005313545,2066902F557AED6,
005315089,303670278AD1ECF,
005315463,30367027BC236BC,
005316356,30367027B023EB8,
005316301,30367027BC0BED8,
005318094,303670278930eb5,
004407352,2056902d2ac2ed9,
005318961,2056102DF9256C0,
005319810,303670278B7D6C7,
005319950,3036702788DDED9,
005313138,30367027B5036AC,
005313411,30367027B539EC4,
005315044,2066902F544A6C3,
005314728,30367027B1C4ECB,
005314542,303670278A716B3,
005316084,2056102DF27B6CB,
005317701,2056102DFE2FEEC,
005318052,30367027B38DED2,
004697592,3036702789A4EC7,
003642444,2036702C79B1ECF,
005567520,2056102DF7316BB,
004025327,2066902F50836B5,
003923387,2056102df3afee9,
005298938,2056102df78b6d1,
005319474,2056102DF3426B9,
005317498,cp0644atzem,
005317975,cp0645at048,
005318235,cp0644atbws,
005318330,cp0644atc0g,
005318780,cp0644at621,
004249411,cp0644bt3jk,
004663807,cp0645btcve,
005318685,cp0644at66a,
005319122,cp0644at1y8,
005319420,cp0644at1u5,
003796911,cp0644bt3kc,
004229135,cp0644at641,
005317670,cp0645btcyt,
005318975,cp0643bt5fz,
005319976,cp0644at65p,
005317355,cp0643bt2fz,
005316738,cp0644bt3hl,
005317197,cp0644bt3gu,
005321352,CP0645BTBGH,
005320493,2056102df5906be,
005320732,2056102df7ddeee,
005320810,2066902f56186b9,
003653827,2066902F555E6C9,
004349689,2056902D2812EBE,
005320077,CP0645BT5PF,
005320479,CP0645BTAUP,
005320197,CP0645BT5SR,
005320246,CP0645BTAYH,
005320155,CP0645BTASP,
004237050,CP0645BTAUZ,
005321467,CP0645BT5TE,
004930430,CP0645BTAY9,
005321570,cp0646bt20d,
005324019,cp0645bt5ay,
005323346,cp0645bt5cl,
005321097,2056102DF6BDEEB,
005322154,2056902D29786BC,
006578411,2056902D29C86C8,
005321334,2056102df2956c0,
005321814,2066902f2b9f6d8,
005324140,2056902D2F926C5,
004349921,3056102738936a5,
005322954,2056102DCB54ED7,
003729677,30562027266eec1,
005322964,2056102DCB746CA,
005322292,2056102DF1806B9,
005324748,30561027386cec1,
004069359,2066902f5208ec3,
005824625,2056102df4feeee,
005321687,CP0644ATV18,
005323026,CP0644ATV03,
005322120,CP0644ATTF0,
005322398,CP0645AT8CF,
005323172,CP0644ATV24,
005323968,CP0644ATV1B,
005323231,CP0644ATUH0,
005324474,CP0645AT50T,
005323676,cp0644atuul,
005323706,CP0644ATUWW,
005324916,CP0644ATUDR,
005324815,CP0644ATRKF,
005325018,CP0644AT3J3,
005325958,cp0646bt08s,
005326272,CP0646BT1UU,
005257329,CP0645AT5YS,
005327422,CP0645AT4YL,
005325654,2056902d282fed3,
070882190,2056902d2f6a6d1,
005326720,2056102df8826c2,
006656249,2056902D2E6D6D3,
005325420,2056902D54FB6D3,
005325548,2056102DF2026B4,
005326093,2056902D2E256C0,
005326278,2066902F50FCEE2,
003576166,2056102DFCF5EED,
005325516,cp0645at7rj,
005325508,CP0645AT0CC,
005327238,CP0644AT3EH,
005326459,CP0644AT3DR,
005326565,CP0645AT0HU,
005326927,cp0644aty6d,
005327070,cp0644aty6g,
005327820,CP0644AT3G9,
005329244,CP0646ATZEY,
005328397,2056102DF724ECC,
005328724,2056102DFFE6EF0,
005329274,3056102731B5EB8,
004046846,2056102DF43DEDA,
004852397,304690270F22EBE,
003967699,CP0645AT5S1,
005329024,CP0645ATBFQ,
004204498,CP0644AT2W9,
005330104,2222448,
005329642,2221309,
006669153,3046902708aeed2,
005330224,304690270d80ec0,
005331466,2056102df710ec7,
004433185,305620273B706AB,
005327726,305610273F4C6BE,
005327714,305610273F406AB,
005330406,3056102738A86B2,
005330148,305610273C87EC2,
005293630,CP0644BT32M,
004655440,304690270109EAE,
005948804,3046902703096A1,
003802628,305610273144EA9,
006859798,30562027253FEBE,
005323372,305620272535EAD,
004177608,3056202756EDED2,
003715847,3.0562E+14,
003767055,305620272bf16ba,
005326006,3046902702846a3,
004376969,CP0645BT9L0,
004860630,CP0646BT3TA,
004848183,CP0646BT4AL,
005323293,CP0646ATAEP,
005333962,CP0646BT520,
005331794,cp0646bt42n,
005331832,3056202724d2eba,
005331815,3056202726eeed0,
005333006,3056102733dd6bc,
005332987,305620272443eab,
005334139,305610273D556AF,
005334471,3056202722B76AC,
005334810,3046902702A96B1,
005334004,305620272a436a9,
005331361,304690270C7D6C3,
005331566,304690270E986BB,
005331795,305610273CE06B9,
005332980,3056202725CB6BB,
006633963,3056102739E46B3,
005333327,304690270CE96C6,
005318780,30469027012DEBB,
005334555,30562027241969F,
005331072,CP0645BT47H,
005332563,CP0645BT4A9,
005332821,CP0645BT1R3,
003617766,CP0646BT352,
005263579,CP0649AT2CH,
003934047,3046902702EEED0,
004151773,2056102DF4F36CD,
003710624,2066902F5283EC6,
006600453,CP0645BT0TQ,
005336228,CP0645BT121,
005335714,30561027382CEBD,
005529561,30562027554C6B0,
005336043,30466027F7F0ED4,
005335770,305620272376EB0,
005323559,305610273CA4EC8,
005335900,3056202754EBECE,
005334681,30461027BBB46C7,
004168815,3056102738596A7,
003853168,305610273CD7ECE,
003664621,3056202723D3EBA,
004854645,3056202724E7EC0,
005336562,CP0646BT33U,
004112233,305620272D6D6BF,
005336972,CP0646ATJJC,
003740011,CP0649AT1PU,
005205287,30267026754F6B6,
004572870,305620273B1E6BA,
005013295,3056202755DB6BF,
004269035,30561027333CEB9,
003706137,CP0647ATDS2,
005390741,CP0647AT4W3,
005331910,3046902708CF6C6,
005334093,305610273BD86BF,
005337975,3056102732D8EBE,
005328791,3056202729A86B3,
006955141,304690270D1C6BD,
005339025,3056202723CFECC,
005337722,305610273257EAE,
005337835,304690270F386B6,
005130553,304690270F0E6C0,
003718246,30461027BBA46C6,
003809016,304690270C74EC2,
003562968,305610273D22EB8,
005337317,CP0646ATKAP,
005337607,CP0646ATJK5,
005337692,CP0649ATG2T,
005338536,CP0646ATKAD,
005338991,CP0646ATJKJ,
005338927,CP0647ATDES,
005339457,CP0646ATKBJ,
005168731,CP0645BT0U1,
003560977,30561027398AEC2,
003847347,2066902F57656BC,
003669142,305620272B376AD,
005056996,3056202729CDED0,
005319950,3056202729636A3,
005341000,cp0647at6rp,
005343414,cp0646atkp8,
005344012,CP0645BT0W5,
005331817,305620272DF6ED0,
005500124,30561027360EEBB,
005339989,3056102731A7EB9,
005342181,305610273bddeda,
003978316,305620272A986B3,
006652258,305610273ECDEDC,
005344417,305610273ED46BE,
005328389,30562027221C6A7,
005337291,305610273A95EBF,
005339916,30469027035169E,
005340323,305620275480EAF,
005340381,305610273C5C6BC,
005341480,305620272B626AB,
005341941,305620272e41eba,
003593165,3046902701396a2,
005690902,3046902707bf6c4,
003782761,3056202726e4ebf,
003486701,2036802c61b86bf,
005327811,cp0649atg8h,
005336982,cp0649atg66,
005337770,cp0649at16n,
005340001,CP0649ATFRH,
005339779,cp0645bt12k,
005611692,cp0645bt11c,
005341463,cp0649atgah,
005341872,cp0649at14r,
005341993,cp0649atg8r,
005343071,cp0649at16e,
005343404,cp0646bt3ec,
005337662,cp0649at1q1,
005344529,cp0645bt115,
005344818,CP0649ATF3V,
005344950,cp0649at1ma,
005345284,CP0649AT1H7,
006686908,CP0646AT0N1,
005344722,3056102730FFECC,
005344141,304690270763EB4,
004127689,3046902701EA6BC,
003915805,305610273d07ebb,
005345074,2066902F56C0ED2,
005345110,2056902D28366B5,
005346102,305610273056EAB,
004207524,305620272E12EB8,
004829734,30562027568EEC6,
003548258,CP0649ATEMM,
005345252,CP0646ATLGD,
005345170,CP0646ATLK6,
006428164,CP0646ATLKK,
005167153,cp0647at6jt,
005346694,cp0647at9v6,
005347281,cp0647at6fl,
003597767,30561027324569C,
005697541,30469027007AEBC,
003462371,30562027559EEC6,
005301777,305620275566EB4,
005345886,2066902F56E76CC,
004524330,CP0649AT6CY,
005345796,CP0649ATEA8,
005347748,CP0649ATF1N,
005348357,30469027070BEBD,
003911049,305620272EE4ECE,
004097343,305620272ED7ED0,
004970772,30562027234D6AC,
004696698,305620272350EA8,
005347970,304690270F086B3,
005347909,CP0646AT0ZY,
005347029,2066902F5452EC4,
005348578,CP0646ATPTU,
005348675,CP0647ATADV,
005348266,CP0644BT5TL,
005341063,CP0645ATJ5L,
005343827,CP0645ATJ69,
005308986,3046902700766A2,
005348670,3056702441E96B4,
004439868,3056702441ac6ba,
005348090,CP0645ATGYM,
005348353,CP0644BT627,
005349070,CP0647ATR1T,
005349142,CP0647ATR4A,
005351064,CP0646ATW5Z,
005349297,305690247a21ebd,
005349573,305690247B07EC2,
005349590,305690247B0E6C1,
006764933,3046902702DB6BD,
003525230,30567024414BEBB,
005350069,305620272df86c3,
005350927,304690270163eae,
003638219,305610273d9aece,
004051936,3056702447aa6be,
005097431,30469027028c6b2,
005352216,30561027301869a,
005349998,CP0644BT5YS,
005349784,CP0647ATR0A,
005350253,CP0645ATDAN,
005351331,CP0649ATD2J,
005352404,CP0645ATDCC,
006201283,305620272F0BEC8,
005352378,cp0647atgrw,
062207145,CP0649AT9CE,
005352524,30562027224369a,
005353244,3056202722beec9,
004652272,304690270164eaf,
005352692,3046902701466A0,
004402753,305670244169EB4,
003570891,305690247EBEEE5,
004278234,305670244703EAE,
003577069,3056102739B7EC2,
005353844,305620272F4B6BD,
005353663,3056102737A76B0,
004312367,30567024427EEC2,
003629357,305620272EFE6D1,
003628519,305670245FB46C2,
005352593,cp0649atd40,
005354391,cp0646ath5n,
005354835,cp0647at24p,
005355035,cp0646atqaz,
005354836,cp0647at66f,
003920601,305670245F6A6C3,
003547977,305690247833EB7,
003443776,305690247A93EC6,
003623451,3056702447B26B0,
004203513,305690246468EBA,
003553190,305670245D016AB,
004528926,305690247991EBC,
005355313,305690247F1FED6,
004839354,cp0647atv0d,
003975999,305620272183EAC,
004582334,3056902478DD6CA,
005172842,3056802471176A2,
004125511,3056702458446A6,
005355590,30567024599C6BB,
005355964,305690247FFF6DC,
005355589,cp0645atk13,
005355736,cp0645bt4rf,
005356040,cp0645bt50c,
005343414,30569024797DECD,
005356533,2066902F52976BC,
005356628,305670245B0E6BD,
004074390,305690247E736B9,
006003186,CP0645BT53J,
005358527,cp0646atj85,
005390814,305690247921EB5,
005357407,305690247BF66C8,
005357004,3056702444E1EBE,
005358930,3056802472BCECF,
005358599,3056702447DB6C2,
005358279,305680247190EB2,
005357190,cp0647at2y0,
005358886,305690247AA76C3,
005357034,CP0646ATHU7,
005357577,cp0645bt4y5,
005359563,CP0649AT6AA,
005360841,CP0647AT312,
005088817,CP0649ATCT6,
005332987,CP0647ATK7P,
005359209,305670244C436AF,
005359150,CP0638BU91K,
005323676,305670245E696BA,
004470179,305670245F20EBD,
003437260,305690247F8D6CC,
004431770,3056702458756AA,
005361227,3056802471C1EBD,
004266595,305670245EB36C0,
005361944,3056702445CA6BE,
005360027,3056802473F96BB,
003598388,30569024648BEC6,
004401655,3056702459EBED5,
004257630,305690247A006AB,
004589114,3056702441BAEC8,
004547892,CP0649AT69K,
004547892,CP0649AT696,
004547892,CP0649AT5YM,
005360432,CP0647AT1J5,
005360697,CP0649ATEMV,
005360603,CP0647AT71A,
005360675,CP0646AT4C0,
005360915,CP0645ATGS0,
005361502,CP0646AT241,
005362039,CP0647AT6UD,
005362209,CP0645ATGNB,
005303960,CP0644BT653,
004827417,3056702445686A8,
098860168,305670245BD6ED1,
005342405,CP0646ATQ4S,
005361646,00073025BA21EBC,
004161227,3056802471A4EBE,
005005914,CP0649ATEM4,
005363155,00073025BEE46C7,
005360411,30567024413669F,
005361070,000720258BF36B9,
005362723,3056702445ABECC,
005362736,3056802471DEED2,
003812810,3056802471796AA,
004127736,305620272D7A6BD,
004361891,305680247C5F6C7,
005362924,CP0647ATAAA,
005363465,CP0646ATQLE,
003847347,CP0644BT633,
005345821,CP0644BT63N,
004802628,cp0647atkww,
004438853,00074025A73A6B4,
005350444,000720258BAF6C7,
005392439,3056702446636A4,
004402485,305670244312EAA,
004353706,3056202722E5EBC,
003466346,00074025A1BCECE,
003635593,30568024711469F,
006694149,3056802470166A0,
005364743,3056702443BFECF,
