billing_account_reference,Serial_Number,type
003606182,2F5215BP0163D,
004994418,2F5215B400094,
005958644,2F5215BR00123,
005365537,2F5215BL0080E,
005958653,2F5215B50015A,
003522366,2F5215BP0083B,
005393027,2F5215BG00002,
004236547,2F5215BU00037,
005946733,2F5215B100148,
004168234,2F5215BL00838,
005958076,2F5215B90140B,
005958073,2F5215BL00862,
005958102,2F5215B501342,
005958105,2F5215BM0145D,
005958130,2F5215B2016E2,
005958176,2F5215B3008B7,
005958192,2F5215BV005F1,
005958410,2F5215BE0133D,
005958507,2F5215BF00841,
005958423,2F5215BJ01492,
005958519,2F5215BT0001A,
005958541,2F5215BE00808,
005958711,2F5215B0008B4,
005958997,2F5215BC0108A,
005601224,2F5215BA00901,
004215507,2F5215B902245,
005958423,2F5215BK021C2,
004464322,2F5215BR021B9,
004901226,2F5215BT006A6,
005021713,2F5215BD00F74,
005110359,2F5215BY021DC,
003755954,2F5215BC016DE,
004251538,2F5215BA010B2,
005959640,2F5215BK00A15,
005959876,2F5215B100A77,
005959906,2F5215BM00FB4,
005955621,2F5215BL010CA,
004886885,2F5215B600185,
004521170,2F5215BT004D6,
005955789,2F5215B501059,
004609949,2F5215BM0170E,
003750623,2F5215B900447,
004314558,2F5215B4006CC,
005959107,2F5215B3006AF,
016356981,2F5215B60041A,
005957663,2F5215BF00CD3,
005959678,2F5215BT014D2,
005960339,2F5215BA0025C,
005626537,2F5215BJ00577,
003638508,2F5215BV0075F,
004344596,2F5215BT00D13,
004927587,2F5215B1015F2,
004472607,2F5215BM001CC,
004962309,2F5215BM00790,
004794771,2F5215BV007B3,
003908341,2F5216BW0065C,
005822783,2F5216B8004EB,
005605519,2F5216BH00AB8,
004901663,2F5215BK0055C,
004500174,20207168,
004501765,2F5215BH00BE6,
005171874,2F5215B90050C,
016356981,2F5216BF005FD,
004097226,2F5216B80004B,
003463141,2F5215BG00745,
004137012,2F5216BK00636,
005955453,2F5216B800245,
005961118,2F5216BX00857,
005294917,2F5215B5008F1,
005610806,2F5216BK0044A,
004614657,2F5216BX006A3,
003721164,2F5216B20084D,
003637940,2F5216B5005AD,
005536479,2F5216B3004E6,
005957949,2F5216BL0060D,
004078826,2F5216B500323,
003445477,2F5216BK00555,
004864188,2F5216BA00174,
005618877,2F5216BH00367,
004501765,2F5216B300B53,
005960917,2F5216B6003EC,
005961229,2F5216B900B4B,
005616418,2F5215BR0073F,
003910374,2F5215B800E3A,
003906372,2F5216BU0055D,
004680178,2F5216BY006A4,
004296076,2F5216BC00265,
004081753,2F5216BS0038B,
005961565,2F5216B1004C8,
004190251,2F5216BS00A06,
004162807,2F5216B800180,
004839354,2F5216BF00A9A,
003993712,2F5216B1002DC,
005961836,2F5216BY004E2,
006318243,2F5216B400411,
005961970,2F5216BG00277,
005031923,2F5216BE00A7D,
005003133,2F5216B100036,
005876842,2F5215B500D1E,
003601142,2F5216BH007EB,
005957950,2F5216B4002ED,
003505415,2F5216B900505,
005930367,2F5216BJ00AC7,
004977612,2F5216BY0057D,
005620446,2F5216BF0007C,
003976750,2F5216BW00589,
005071839,2F5216BF00D75,
005171874,2F5216BN00752,
005616418,2F5216BK006FE,
003836288,2F5216B90095F,
004495330,2F5216B7008D0,
005541119,2F5216B200C09,
004101603,2F5216B9008C4,
003512142,2F5216BR00819,
003622701,2F5216B100A70,
003412054,2F5216B200A39,
003499076,2F5216BN001E2,
005962321,2F5216BT0073A,
005962330,2F5216BX00300,
005962366,2F5216BD0006C,
005962387,2F5216BE0014E,
005040397,2F5216BT00926,
004076422,2F5216BD009E1,
004076422,2F5216BW00CE8,
005477024,2F5216BR001E4,
003875064,2F5216BP00EC0,
005962534,2F5216B9009A5,
004280158,2F5216BL00DB2,
003961833,2F5216B3010EE,
004127736,2F5216BA01065,
005153132,2F5216BV00F8A,
003686261,2F5216B400EE9,
005620446,2F5216B300CEE,
004727092,2F5216BW0119F,
004142665,2F5216BX00F8C,
005962744,2F5216BK01D2F,
005963068,2F5216BU01CC6,
005963071,2F5216B200F00,
005963088,2F5216BB01C0E,
005963147,2F5216BL0123F,
005963151,2F5216BE01190,
005963156,2F5216BG01D3A,
005963207,2F5216B001CBD,
005963212,2F5216BH01169,
005963610,2F5216BM00F4B,
005963613,2F5216BK00F49,
005957950,2F5216B501CFA,
005540591,2F5216BH01B79,
055187358,2F5216B201B24,
004872746,2F5216BA01251,
005194504,2F5216BV011F2,
004386629,2F5216BE01247,
005961007,2F5216BB01414,
005963694,2F5216BU013B3,
005224929,2F5216B601BFE,
006761011,2F5216BD015BF,
003551518,2F5216BR01742,
005097190,2F5216BP01830,
004947740,2F5216B7017C1,
005190775,2F5216BP01547,
004531698,2F5216B801887,
005281140,2F5216B501795,
004911473,2F5216B201041,
005964344,2F5216BF01191,
004328415,2F5216BB01147,
004820624,2F5216BY01846,
004307840,2F5215BS00DCC,
004190368,2F5216BS01CC4,
004351070,2F5216BH01533,
004696960,2F5216BG01A5F,
003944956,2F5216B20190E,
005964190,2F5216B000CCF,
005964327,2F5216B4017B0,
005964344,2F5216BP01BA9,
005964426,2F5216B6017B2,
005964637,2F5216B1012E6,
005964751,2F5216B201114,
005964757,2F5215BH00D8C,
005964765,2F5216B801D16,
005964809,2F5215B601EFC,
005964820,2F5216BG01532,
004792521,2F5216BN01449,
004719517,2F5215BA02A78,
005833640,2F5216BD016E6,
003457007,902004957,
003790420,2F5215B901B4E,
004144430,2F5215BC02434,
003737865,2F5215BX01B43,
005964329,2F5215BK0216E,
005964593,2F5216B701135,
005964623,2F5216BD015F7,
005964781,2F5216BV01D8C,
005964839,2F5215B602145,
005957926,2F5215B702146,
005325508,2F5215B201EEA,
004925600,2F5215B20284C,
003862468,2F5216BA015BC,
004224638,2F5215BY01788,
005965284,2F5215BY02106,
005746586,2F5215BV01866,
005170271,2F5216BX01691,
004224638,2F5215B4017A9,
056260378,741002410,
003419728,2F5215B201B55,
005964874,2F5215BW01A45,
005964916,2F5216BM01AC6,
005964979,2F5215BX01C40,
005965163,2F5215BG02C78,
005965248,2F5215BS02BE6,
005965282,2F5215B202BFD,
005965346,2F5215B302958,
005965368,2F5215B502322,
005965371,2F5215BK02CB3,
005965375,2F5215B6019A5,
005965394,2F5215BJ02E58,
005965432,2F5215BN02BC7,
005965444,2F5215B70296A,
005965452,2F5215B302966,
005965748,2F5216BG01362,
005965337,2F5215B002EAC,
004092879,2F5215BX01ED8,
004154514,2F5215BX02A18,
005841287,2F5216B1011DB,
005965666,2F5215B302A47,
005965704,2F5216BT0143F,
005965769,2F5215BD01A9B,
005965773,2F5216BV01398,
005965774,2F5215BW024A7,
005965803,2F5216BP01B7F,
005965839,2F5215BW01ED7,
005965860,2F5216B4014F1,
005965882,2F5215B902B82,
005043974,2F5216B50192D,
004291951,2F5215B20258D,
005965946,2F5215BN02573,
005966180,2F5215B102B34,
005966309,2F5215BD00CB5,
005966313,2F5215B301C53,
005966383,2F5215BX0291B,
004765456,2F5215B701E43,
005966084,2F5215BB02B84,
005966235,2F5215B501C39,
005966347,2F5216B2014A9,
005966453,2F5215BH01F82,
005966559,2F5215B702C53,
005963002,2F5216B7016E0,
005964327,2F5216BV01ABF,
003578979,2F5216BD013FD,
004933473,2F5216BD016BC,
004799182,2F5216BA016D5,
005046082,2F5215B3017D2,
003488709,2F5215B401E24,
004710827,2F5215BV02BE9,
003386023,2F5215BC02B93,
004178089,2F5215BP01E7D,
003596345,2F5215B501D1A,
004955407,2F5215BD027D8,
004192727,2F5216BD01C72,
005966393,2F5215B602137,
005966415,2F5215BD01D76,
005966713,2F5215BV029FD,
005966722,2F5215BV02692,
005966843,2F5215BU025B0,
005967023,2F5215BH01F3C,
006826592,2F5216B101767,
005967136,2F5215BJ020E0,
005967156,2F5215B20259B,
005967170,2F5215B402EBE,
004425358,2F5215BN01E8A,
005522123,2F5215BM02823,
003679616,2F5215B9029B2,
003499012,2F5215BR02BBB,
004425358,2F5215B502B54,
004170159,2F5215BF018E9,
004418111,2F5215BR0270D,
005414023,2F5215BS02843,
005847433,2F5215B102778,
003868504,2F5215BX02A26,
005611945,2F5215B4018D0,
005967015,2F5215BJ029C9,
005967062,2F5215BE027CB,
005966840,2F5215BY02A27,
005967082,2F5215BL02709,
005967200,2F5215BG02713,
003605320,2F5215BL02733,
005618735,2F5215BW02CCB,
005561697,2F5215B9027C6,
004840968,2F5215BP02DC2,
003499012,2F5216BL01722,
005793203,2F5215BR029CF,
005964809,2F5215BL02CC2,
004957772,2F5215BH029AC,
016356981,26K50CBX080E7,
005961106,2F5216BS01379,
005967338,2F5215BH01BE2,
004252118,2F5215BC02D47,
005611001,2F5215BC026F6,
005649343,2F5216BE019C2,
005701452,2F5215B102B42,
005337835,2F5215B402F9F,
003463842,2F5215BC033FB,
004256111,2F5215BM02F90,
005023117,2F5215BC034CE,
004936112,2F5215B902FCE,
005967351,2F5215BU0337A,
005967541,2F5215BM02D5E,
005967623,2F5215BF03093,
005967626,2F5215BA018BA,
005967653,2F5215B802FDB,
005967789,2F5216BH00C88,
005967943,2F5215BD037D4,
005967994,2F5215BF03166,
005968377,2F5215BJ03088,
005638819,2F5215BT032C2,
005967541,2F5215BV0328C,
005967548,2F5215BP02F68,
005624544,2F5216BY012D6,
004964829,2F5215B201969,
005968217,2F5215BL02E84,
005968310,2F5215BG018F8,
005968321,2F5215B30348D,
005968335,2F5215BL01F5B,
005968340,2F5215BA02A86,
005968362,2F5215BA036D4,
005968363,2F5215BK028DB,
005968393,2F5215BX03771,
003507687,2F5215BG01E68,
005442888,2F5215BU01DD8,
005624787,2F5215BV01AFE,
005968469,2F5215BH01904,
005968658,2F5215BW03487,
005968726,2F5215BP03481,
005968729,2F5215B40277B,
005968731,2F5215B1032F3,
005968735,2F5215B8033F7,
005968791,2F5215BU017A0,
005817970,2F5215BT030C8,
005968424,2F5215BJ03096,
005968679,2F5215BJ030C0,
005968687,2F5216BY004C6,
005968734,2F5215BM02637,
005968876,2F5215BK01D98,
005968903,2F5215BL02563,
005968914,2F5215BX031E5,
005968948,2F5215B6038A0,
005968993,2F5215BA03161,
005969117,2F5215BP03449,
005969192,2F5215BJ020C4,
005965882,2F5216BU0137B,
005692287,2F5215BH02277,
005880012,2F5215BP01E99,
004054267,2F5215BK030C1,
003463300,2F5217BG04CC8,
004267998,2F5215BB028D3,
004233084,2F5215BF03522,
005969310,2F5215BX032D4,
005969373,2F5215BC038A6,
005969395,2F5215B1023D8,
005029186,2F5217BT044D8,
005701452,2F5217B505522,
005633378,2F5217B1057A8,
004102061,2F5215BW0363B,
005198219,2F5215BG035CF,
016356981,2F5217B10511C,
004745060,2F5215BF036AF,
005646859,2F5215B8031FD,
004101822,2F5217BG051C5,
005969352,2F5215BC033ED,
005969655,2F5217BY04504,
003999023,2F5217BS00708,
004269035,2F5217BJ05818,
005025226,2F5217B505603,
003906190,2F5217BU04500,
003516437,2F5215BD038B5,
004765760,2F5217BH00EFD,
004390282,2F5217BV00D89,
005075304,2F5217BL050BE,
005969939,2F5215BP03392,
005970050,2F5217BK006E9,
004415315,2F5217BL044D2,
005482865,2F5217B6057BB,
005964327,2F5217BW05788,
004643743,2F5217BJ05672,
004401846,2F5215BE036E6,
004100360,2F5217BF0534E,
005621979,2F5217BR05AEE,
004675148,2F5215BL03470,
003739221,2F5215B601D37,
005273154,2F5217BF041E4,
005667220,734039589,
004371461,2F5217B200862,
005286821,2F5217BF053A2,
004445062,2F5217BP04108,
005970144,2F5217BJ04103,
005970360,2F5217B800028,
005970373,2F5217B905283,
003713450,2F5217BP007CE,
005564218,2F5217BM04DE6,
005032980,2F5217BS04FAC,
004578429,2F5217BC0086C,
006347599,2F5217B800CFA,
004235698,2F5217BC05812,
005000123,2F5217B90505F,
003722406,2F5215BK036F9,
005970530,2F5217B905BA4,
005970597,2F5217BD0507F,
006404097,2F5217BT00E3E,
005970462,2F5217BB00160,
005970858,2F5217BV007EF,
005971116,2F5217B700C23,
003954097,2F5217BF006C9,
004801329,2F5217BB041D2,
004710143,2F5217B105889,
005970607,2F5217B800036,
004679417,2F5217B805371,
005971268,2F5217BM00D3C,
005590881,2F5217B70074E,
005794506,2F5217B600EF2,
005210058,2F5217B3058A7,
005650312,2F5217BM053C4,
006304236,2F5217BA05373,
004615336,2F5217B404436,
005210058,2F5217BU00742,
004831811,2F5217BV05133,
003988101,2F5215BH03362,
003610643,2F5217BE008C2,
005972221,2F5215BX02791,
005972238,2F5215BE01C7A,
005971819,2F5217BR0015F,
005971836,2F5215BL03292,
005971855,2F5217BH04F96,
005622858,2F5215B302EE7,
004559911,2F5215B902F14,
005302678,2F5216BC019B2,
005970247,2F5215BB0379A,
005478901,2F5216BN00C7F,
005376918,2F5215BT030F2,
005044766,2F5215BS02F5C,
004836421,2F5215BJ02DA1,
005832443,737006241,
076526620,2F5217B6056BE,
003791750,2F5217BU0771C,
007001462,2F5217BX00850,
005972156,2F5217BH07097,
005972193,2F5217BM041DC,
005908224,2F5217B607967,
005964406,2F5217BW07021,
004321906,2F5215BS0342F,
006988151,2F5215B003781,
003686159,2F5215BD02FFC,
004292759,2F5217BG094DA,
004694681,2F5217BW00ACB,
005973038,2F5217B109485,
005972755,2F5217BM009B8,
005744178,2F5217B8054FE,
005969655,2F5217B90794E,
004553971,2F5217B207026,
005511933,2F5217B000852,
003493247,2F5217BF05572,
004683237,2F5217BJ0562C,
005550478,2F5217BB00B62,
003668107,2F5217BS091B0,
005972674,2F5217BR0557B,
005973085,2F5217B90702D,
005973027,2F5217BR06A22,
005973030,2F5217BD093E8,
004076764,2F5217B8091DB,
003955055,2F5217BR09436,
005601585,2F5217B10694A,
005806441,2F5217BG07A98,
004233749,902025953,
004669662,2F5217B7055EC,
004365394,2F5217B7091BE,
005971542,2F5217BL0357F,
006348454,2F5217BG03864,
005973152,2F5217BK06EA1,
005973334,2F5217BK0383D,
005973348,2F5217BG059BF,
003456455,2F5217BC091ED,
004265501,2F5217BX055AB,
005973652,2F5217BD00E31,
004309616,2F5217BA09204,
005973934,2F5217BW045AE,
006549689,2F5217B601006,
005974244,2F5217BS09348,
004687115,2F5217BE05814,
005601115,2F5217BS009AE,
005832058,2F5217BE07264,
003686849,2F5217B406A4A,
004800645,2F5217BS06B20,
004292231,2F5217B503E4B,
005501100,2F5217B700FAA,
005696815,2F5217B903E95,
005195329,2F5217BL07375,
005965803,2F5217BS091A2,
005277848,2F5217B6092BA,
005137152,2F5217B5059D0,
005319976,736012000,
005598435,2F5217B6005B5,
004911473,2F5217BN094EE,
003447145,2F5217B6054FC,
005233035,2F5217BJ005DD,
005974389,2F5217BB00500,
005974727,2F5217B10055C,
005974766,2F5217BV057A3,
005974784,2F5217B4073D9,
005021565,2F5217BP0557A,
003722831,2F5217B204183,
004852397,2F5217B604373,
005972221,2F5217BY090E3,
005284252,2F5217B20414B,
004622036,2F5217BF09984,
003794607,2F5217BA06AA4,
003843399,2F5217BT002A4,
006203498,2F5217BY08DD2,
005507929,2F5217B108DB8,
004291019,2F5217BA08EDA,
004433294,2F5217BK09988,
003513932,2F5217BX08EC0,
005974821,2F5217BL08FEF,
005974835,2F5217BD002FD,
004298035,2F5217BT0834D,
004752458,2F5217B903752,
005655293,2F5217B600C22,
003912111,2F5217B10569D,
005795179,2F5217B20056B,
005663882,2F5217BW09732,
016356981,2F5217B6081F9,
005601967,2F5217BU08378,
005975345,2F5217BN03967,
005975446,2F5217BJ08353,
004995639,2F5217BU0727F,
005974927,2F5217BD02A0B,
005974970,2F5217BF03952,
005974974,2F5217BA069C3,
005975166,2F5217BL069CD,
005975364,2F5217BW0396E,
005975477,2F5217B405FEB,
004501572,2F5217BC03EA6,
005693129,2F5217BJ05F5B,
005969352,2F5217BV0728E,
005974896,2F5217B809937,
005974880,2F5217B409925,
005975168,2F5217BT098AE,
003993694,2F5217BK02A49,
003667365,2F5217BP05EB7,
005975166,2F5217B603903,
005245080,11005021656A6A2,
004432088,2F5217BM08F0C,
005975757,2F5217BP05EA9,
003447508,2F5217BT02B3F,
005587444,2F5217B809A34,
004111947,2F5217BT036AC,
005976107,2F5217BT08DA3,
005976230,2F5217BK097F0,
005976291,2F5217BU08F66,
005976302,2F5217BC0991F,
005976361,2F5217BN08F1B,
005976337,2F5217BG08FF9,
005976328,2F5217BT08C98,
005976526,2F5217BW0907F,
005976685,2F5217BV09804,
007009606,2F5217B503619,
005222799,2F5217BC02B31,
005862365,2F5217B3003D4,
005963321,2F5217BL00363,
005972674,2F5217B409860,
004507239,2F5217BY003A6,
004277694,2F5217BD08162,
005976692,2F5217BV00581,
005986048,2F5217BV0835D,
005976788,2F5217BN0904E,
005976847,2F5217BK08346,
005976865,2F5217BA02B21,
005977105,2F5217BF08148,
005977168,2F5217B006BFD,
003608079,2F5217BG08351,
004239831,2F5217BM0832C,
005832058,2F5217BX082B6,
005761275,2F5217BN06850,
004944967,2F5217B203B97,
005564758,2F5217BL00355,
004330910,2F5217BB08FBC,
004019434,2F5217B6004B8,
003409144,2F5217BF042A9,
004026316,2F5217BS04C17,
004011305,2F5217B704D3E,
005356533,2F5217B104C1F,
005235216,2F5217BB08209,
005892514,2F5217B600B09,
005624756,2F5217BU00AC9,
004871448,2F5217B403B8B,
004728529,2F5217BE0721E,
005977634,2F5217B303C79,
005977897,2F5217BR0115B,
005573483,2F5217B804E66,
005235515,2F5217BR04D13,
004615948,2F5217BN01167,
004598046,2F5217B702AF7,
004874965,2F5217B103B88,
004970558,2F5217B70711A,
005778005,946012984,
005486510,2F5217BS07647,
003450519,2F5217BW06F9A,
004736852,2F5217B002391,
004000062,2F5217BF022E9,
004185184,2F5217BS0132C,
005977385,2F5217BE09054,
005977734,2F5217BE04E6C,
005977852,2F5217B503481,
005977983,2F5217BX06C06,
005978091,2F5217BD01312,
005978157,2F5217B103542,
005978336,2F5217B003533,
004435211,2F5217BA022E4,
005978369,2F5217BJ06C98,
005965346,2F5217BY03524,
003505424,2F5217B40342C,
003447273,2F5217B102554,
005977995,2F5217BW0116E,
005978027,2F5217BM04D02,
005978136,2F5217BK042D7,
005978498,2F5217BN0278D,
005978505,2F5217B502841,
004892597,2F5217BF02DDA,
003732611,2F5217BD02865,
005978817,2F5217B902DAA,
005978891,2F5217BC03020,
006606226,2F5217B803492,
004406043,2F5217BK022ED,
003896020,2F5217BT06FA5,
005747595,2F5217BK02976,
005319976,2F5217BS02D46,
005979159,2F5217BK02CFD,
003707442,2F5217BW06CBF,
005978632,2F5217BJ03CDC,
005979384,2F5217BR03B47,
005979475,2F5217B8071FF,
005979624,2F5217B303D68,
005626046,2F5217BV035F7,
003913028,2F5217B903663,
005466982,2F5217B10037E,
005143901,2F5217BX08E88,
003611860,2F5217B60049C,
005904061,2F5217BK05CE3,
005255290,2F5217BE00414,
004303002,2F5217BN04D03,
005603079,2F5217BK06D7A,
003983535,2F5217B90239A,
005677032,2F5217BB0786F,
003896020,2F5217BX004B0,
003621486,2F5217BT02D1D,
004323392,2F5217BA004AE,
005398209,2F5217BG06AC6,
005979509,2F5217BL00525,
005106549,2F5217BR03072,
005072549,2F5217B00117F,
004040042,2F5217BJ034E2,
005979190,2F5217BD034A5,
006943816,2F5217BR026BC,
003522934,2F5217BG026C2,
004042345,2F5217B302F90,
005154750,2F5217BV02C5A,
004082872,2F5217BW03085,
004454216,2F5217B6040D0,
004035832,2F5217BE0329E,
005980181,2F5217BE02BFB,
005980191,2F5217BB02CCB,
005500652,2F5217BK03035,
007006541,2F5217BS028B7,
005921237,2F5217B00330F,
005643258,2F5217B703F90,
003642287,2F5217BR02C1E,
004508594,2F5217B103C3F,
003912111,2F5217BD02C05,
005686046,2F5217BU032FF,
004991774,2F5217BS03324,
005573773,2F5217BM032F9,
005979685,2F5217BL032F8,
005979780,2F5217BN03135,
005980105,2F5217BJ01260,
005979978,2F5217B7001DE,
005979992,2F5217B100110,
005980049,2F5217BR03C28,
005980124,2F5217B2030D0,
005362924,2F5217BM00186,
004095548,2F5217BG06D3F,
005980673,2F5217BK029A0,
005445548,2F5217B1028BF,
003886788,2F5217B602CAA,
005981374,2F5217B302E77,
005981161,2F5217B805AD0,
005981174,2F5217B302920,
003941678,2F5217BS03049,
005981302,2F5217B3062ED,
005981551,2F5217BJ092FE,
004463784,2F5217BU01803,
005981283,2F5217B101558,
004180654,2F5217BL04B23,
003450519,2F5217BA02919,
005986048,2F5217BB01019,
005528080,2F5217BT05CDC,
004728529,2F5217BX03450,
004193357,2F5217BK02798,
005968416,2F5217BG0103A,
007006541,2F5217B904AF1,
005981133,2F5217B702EA5,
098860168,2F5217B802941,
004167525,2F5217B406C0C,
004773340,2F5217BE06D91,
005655915,2F5217BX070F8,
003622794,2F5217B502AAF,
005912038,2F5217BG01420,
005981997,2F5217BP04883,
004914155,2F5217BT07664,
005636671,2F5217BG06AD4,
005805009,2F5217B4046F8,
004558601,2F5217B8066AE,
005174920,2F5217B4047F5,
004257729,2F5217B706601,
003648806,2F5217BM04962,
003864459,2F5217B704706,
056260378,2F5217BN033E9,
003591397,2F5217B103372,
004015446,2F5217B405432,
005095637,2F5217BE0462C,
004828783,2F5217BJ04ADE,
005600469,2F5217BG04AEA,
004618710,2F5217BP04A53,
005699549,2F5217B904AB9,
005467864,2F5217BR05929,
007009606,2F5217B402AE6,
003915805,2F5217BJ0339F,
003470377,2F5217BG057EF,
005839824,2F5217BA06620,
003714491,2F5217BM0547B,
005513429,2F5217B905453,
004922841,2F5217B9067AC,
005982044,2F5217BV07F87,
005982061,2F5217B2080EA,
005982647,2F5217BT02AA4,
004521485,2F5217B00324A,
005042080,2F5217BM02A4B,
004096127,2F5217BU07584,
004390507,2F5217BS07D98,
003472984,2F5217BU05B42,
004447505,2F5217BE059AF,
004109286,2F5217B2059B1,
003997894,2F5217BV054AC,
004798471,2F5217BJ05907,
005982312,2F5217BB058E7,
005982323,2F5217B007FD1,
005982658,2F5217BG07F27,
005825319,2F5217BP024CF,
004299197,2F5217B7023C2,
005679531,2F5217BY08011,
004793842,2F5217BH069F4,
005620283,2F5217B605531,
003938348,2F5217BC06A6E,
005303807,2F5217BX0321E,
005979549,2F5217BT039B1,
005982883,2F5217B403A9C,
005982888,2F5217B4075B7,
005983012,2F5217B306895,
004102328,2F5217BA06604,
004213010,2F5217BF03AED,
005983528,2F5217BJ02A64,
005983575,2F5217BF0102B,
005983617,2F5217BG05B8F,
003600117,2F5217BX02519,
005983189,2F5217BG02400,
005983227,2F5217BU025DE,
005983712,2F5217BX0240E,
005983721,2F5217BY059A0,
005983873,2F5217BN027C5,
005983923,2F5217BN06ADA,
005983943,2F5217BJ023E9,
005984012,2F5217B208006,
003958542,2F5217B4040B2,
004129695,2F5217BH06D78,
005437948,2F5217B803F4B,
005972674,2F5217BA02C02,
005979563,2F5217BB02F6E,
004083544,2F5217B3038D9,
004978576,2F5217BU04039,
005264478,2F5217BS03C1B,
004118777,2F5217B802DB7,
005978433,2F5217B303BD0,
004558601,2F5217B302CC3,
005979563,2F5217BL02C52,
005696076,2F5217BA06E0C,
003733702,2F5217BX00A04,
005983926,2F5217BX0160C,
005983714,2F5217BL034D6,
005983927,2F5217BP02229,
005984146,2F5217BB03F78,
005984204,2F5217BC05D69,
005984247,2F5217B201D8B,
005984416,2F5217BC00A4A,
005984425,2F5217B002BC3,
003963713,2F5217BS02247,
005570373,2F5217BS01AD1,
005311922,2F5217BP02180,
004499770,2F5217BA01955,
003441576,2F5217B301940,
016356981,2F5217B704900,
005547060,2F5217BH02231,
004265724,2F5217B6021D5,
005301806,2F5217BL01E0A,
004349396,2F5217B901970,
005984144,2F5217BE021DD,
005984222,2F5217B00226A,
005261496,2F5217BC087B5,
005979549,2F5217BD085E6,
005295833,2F5217BS01F1A,
005517146,2F5217BG018C0,
004755935,2F5217BH0187B,
004094042,2F5217BS01D66,
005985540,2F5217B801FD1,
003521435,2F5217BP01FEE,
006785340,2F5217BG014DA,
005699599,2F5217BH0464B,
004909317,2F5217BY044EB,
005563138,2F5217BV02177,
005981307,2F5217BN06486,
005984725,2F5217BD0176C,
005985522,2F5217BV04FD9,
005985684,2F5217BY01653,
005176520,2F5217BT01551,
003837186,948038040,
003649966,2F5217BE01797,
004145326,2F5217B205FCD,
005514184,2F5217BY05FCA,
003913630,2F5217B20171B,
005985699,2F5217BT07BC9,
005985845,2F5217BJ017E1,
005985901,2F5217BR05DAD,
005985703,2F5217B501CE5,
004045213,2F5217BH01A83,
003976089,2F5217B207971,
005985970,2F5217BP05DAC,
005986139,2F5217BS01D4A,
005986339,2F5217BT07F69,
003728273,2F5217BX07E7E,
003744729,2F5217B207E9E,
005986048,2F5217B30602B,
005985965,2F5217B601FC1,
005986121,2F5217BG060A8,
005986565,2F5217BH060B7,
005986298,2F5217BR01630,
005986536,2F5217BT01527,
005986668,2F5217B501748,
005986629,2F5217BH015D8,
005986137,2F5217BF060A7,
005986685,2F5217BW07A31,
005986703,2F5217B707887,
005986724,2F5217BJ07D59,
005986725,2F5217B40138B,
005986838,2F5217BL03DCD,
005986872,2F5217BD02106,
005986878,2F5217BR07D6D,
005986909,2F5217BN07D5D,
005986926,2F5217BT045D5,
005984831,2F5217B30145D,
003868166,2F5217BN01523,
004349717,2F5217BT01F53,
005973165,2F5217BP0213A,
003452713,2F5217BM02073,
004539618,2F5217BT0212F,
003958542,2F5217B602010,
004638060,2F5217BJ01D0B,
003399049,2F5217BF07D80,
005633034,2F5217BP07B8E,
005367279,2F5217B707D16,
005686498,2F5217B008844,
003371015,2F5217BS07A03,
004638060,2F5217BL07D93,
004578827,2F5217B905D82,
004096898,2F5217B6064DC,
006648248,2F5217B30855E,
005986664,2F5217BF0607D,
005987100,2F5217BV0960A,
005986691,2F5217BB05E73,
005987139,2F5217BF05F3C,
005987283,2F5217B7086C1,
005987411,2F5217B802012,
005987552,2F5217B7087A2,
005105948,2F5217B607A56,
004826790,2F5217BM03796,
004795559,2F5217B604E48,
016356981,2F5217BU05FD4,
005174920,913004677,
003851628,2F5217BN04E00,
005772679,2F5217BC01C32,
003740156,2F5217BL08AC2,
005581468,2F5217BE06721,
004158475,2F5217BG04FB1,
005414105,2F5217BM0465D,
004312696,2F5217BG06731,
005987335,2F5217B108BCC,
004118583,2F5217BB0159A,
004311688,2F5217B604F37,
004658563,2F5217BD061B0,
005985473,2F5217BD01D22,
004861989,2F5217BD02025,
004328716,914008237,
003453078,2F5217B708BEE,
005326272,2F5217BU07DE0,
005970530,2F5217BL06476,
003626222,2F5217BU08CC3,
004447535,2F5217BH06449,
004108553,2F5217BA07DFD,
005987867,2F5217B4065BB,
005988289,2F5217BY07CCB,
005988449,2F5217BN06478,
005589138,2F5217B808E02,
005699789,2F5217B409739,
004816562,2F5217BT0672D,
004312671,2F5217BY066A5,
005285899,2F5217BM0654A,
005987705,2F5217B806513,
005987808,2F5217BS08C97,
005987902,2F5217BE066EC,
005987932,2F5217B108AF9,
005987935,2F5217BU08BC6,
005987977,2F5217BW0952A,
005988007,2F5217BB07B66,
005988137,2F5217BC08B55,
005988192,2F5217BR08BB5,
005988197,2F5217BA08B1B,
005988193,2F5217B608AFE,
005988210,2F5217BN089D5,
005988288,2F5217BW0960B,
005988356,2F5217B608BDF,
005988373,2F5217BD0605F,
005988508,2F5217BV08ABC,
005988530,2F5217B40962E,
004636426,2F5217B5063DE,
003882162,2F5217BF06463,
003944956,2F5217B808B51,
004830726,2F5217B208870,
004784601,2F5217BC0614D,
004037564,2F5217BA060B0,
004157448,2F5217BD01B36,
005629299,2F5217BN088AE,
004442204,2F5217BK07358,
005601179,2F5217BT0656B,
005988812,2F5217B507A47,
005989173,2F5217BH07356,
005989394,2F5217BN07AE4,
003467944,2F5217BL0651F,
005989718,2F5217BV07577,
005989721,2F5217BB073EE,
005989770,2F5217B407125,
